open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base,taker_quote,ignore
1609776000000,31745.71,31920.0,30626.36,31665.51,19886.660603,1609790399999,620725769.1765472,375567,10451.49495,326221629.66383487,0
1609790400000,31665.52,32031.01,30856.08,31988.71,11893.55208,1609804799999,373873183.7557021,280299,6128.292347,192740187.7860293,0
1609804800000,31989.75,32853.38,31130.86,31200.0,20813.0786,1609819199999,672370621.7292922,388923,11188.615029,361654009.202994,0
1609819200000,31190.04,31538.45,29900.0,30817.77,23019.057178,1609833599999,709420501.5660572,516921,10754.628892,331360927.2028385,0
1609833600000,30817.78,31821.94,30817.78,31776.66,13255.6011,1609847999999,416370776.8270581,334534,7003.038911,220019453.65984267,0
1609848000000,31776.66,32375.07,31111.78,32099.98,16243.276369,1609862399999,516942035.3631131,394782,8773.504812,279292102.6793839,0
1609862400000,32099.97,34187.09,31763.23,33697.75,23832.165758,1609876799999,788306836.9160733,506591,12682.248709,419781729.0035478,0
1609876800000,33693.8,34360.0,33318.0,33949.53,18886.818033,1609891199999,640206372.2453215,385100,9289.718402,315086871.8929429,0
1609891200000,33949.53,34170.0,33288.0,34117.59,15779.353879,1609905599999,533400577.3330188,302027,7290.072339,246581498.8313419,0
1609905600000,34116.76,35766.58,34109.83,34676.4,26152.96499,1609919999999,914192106.7230765,490567,14729.638924,514598899.3123698,0
1609920000000,34666.8,35200.0,33357.9,34918.53,21063.050567,1609934399999,725343211.0452188,438644,10020.723687,345299317.3863112,0
1609934400000,34918.54,35088.0,34052.42,34566.19,18644.311939,1609948799999,643936817.9030052,416338,8913.581748,307940703.7863554,0
1609948800000,34566.18,35695.0,34372.92,34816.72,18876.49598,1609963199999,661674596.5122433,405455,9048.37971,317388606.4512341,0
1609963200000,34818.95,36939.21,34280.0,36769.36,26623.023955,1609977599999,953406939.0030519,538752,13050.518244,467823444.4539364,0
1609977600000,36769.36,37699.0,36422.71,37454.48,19662.246626,1609991999999,727630384.2995182,397381,9816.251301,363430410.36943704,0
1609992000000,37452.62,37700.8,36710.0,36859.85,16315.182158,1610006399999,607327166.3624591,375767,7529.63989,280434415.7334371,0
1610006400000,36863.04,37913.72,36300.0,37822.09,17213.968918,1610020799999,639522639.5454152,346303,8380.024635,311669126.25395316,0
1610020800000,37825.64,38970.42,37518.0,38970.42,22645.701477,1610035199999,866390866.5290877,472157,10859.532859,415595393.9377581,0
1610035200000,38970.41,40365.0,36500.0,39062.0,39368.560182,1610049599999,1531233997.5021038,802410,19669.524471,766515775.1657264,0
1610049600000,39061.99,39969.0,38352.88,39432.28,17620.041076,1610063999999,690464889.1447877,420668,8800.13398,344938118.3961852,0
1610064000000,39432.48,39699.87,36500.0,38347.1,23563.558207,1610078399999,897708139.6386669,503278,10332.634124,393913750.3171629,0
1610078400000,38347.11,39143.8,37563.92,38930.55,17678.05242,1610092799999,680998454.3870326,347120,8212.925307,316343553.22008497,0
1610092800000,38929.56,41500.45,38222.0,41286.67,26858.313228,1610107199999,1077109876.3568616,535257,14097.043951,565802677.9733361,0
1610107200000,41286.67,41950.0,39777.0,40829.08,29703.863861,1610121599999,1221626743.6264076,585165,14251.608591,586487600.9643393,0
1610121600000,40829.07,41600.0,39800.0,40365.09,20523.08366,1610135999999,836690798.9889045,442682,9972.169459,406729845.83755094,0
1610136000000,40365.09,40937.77,38652.0,40582.81,21463.086123,1610150399999,854309195.7334925,512130,10433.773784,415698017.6664309,0
1610150400000,40586.96,40976.13,39500.0,40211.59,13875.82436,1610164799999,557694355.8283104,346328,7278.25353,292428483.0373531,0
1610164800000,40209.91,40490.0,38720.0,39638.61,12464.021144,1610179199999,492163371.613784,343664,5901.641772,233105431.9503149,0
1610179200000,39639.21,41237.44,39290.86,40565.77,14548.756541,1610193599999,588504553.6288258,389768,7689.450735,311099043.13639885,0
1610193600000,40565.77,41380.0,40200.0,40525.15,13783.07301,1610207999999,562964782.9622077,344593,6616.600362,270387268.3816819,0
1610208000000,40525.16,40880.0,39869.0,40665.91,10121.055377,1610222399999,409347991.23225224,272189,4671.318239,188986722.17664093,0
1610222400000,40665.91,40781.69,39928.91,40088.22,10993.249243,1610236799999,444103973.8963966,301614,4850.057271,195983756.86930928,0
1610236800000,40088.22,41350.0,40087.15,40316.64,11827.445704,1610251199999,482602046.64318496,314532,6296.877905,257007115.2671519,0
1610251200000,40320.67,41073.26,40050.0,40978.57,9169.85114,1610265599999,372472360.4142324,267545,4680.981991,190201653.11076483,0
1610265600000,40978.57,41060.0,38888.0,39181.76,18823.288303,1610279999999,755447120.6532534,447441,7675.665816,308090436.10946447,0
1610280000000,39175.09,40126.0,38450.0,39671.81,17148.669684,1610294399999,677537699.6114085,381867,7977.524048,315302186.0046255,0
1610294400000,39671.82,39757.55,37111.0,37456.77,26106.908154,1610308799999,1000599741.6353102,540518,12006.641905,460560655.9083699,0
1610308800000,37472.4,39000.0,35111.11,38150.02,35133.381518,1610323199999,1315375760.5496807,676147,16813.653008,629814850.4276509,0
1610323200000,38150.02,38264.74,33600.0,35438.23,37334.824103,1610337599999,1345571722.3024836,687482,18128.165099,654709227.9786034,0
1610337600000,35438.23,35999.95,32538.0,34375.34,45091.05878,1610351999999,1545864777.8753383,813991,21876.203335,750363517.8502418,0
1610352000000,34372.25,36360.0,34020.0,34198.56,27495.319644,1610366399999,970256539.7894318,558826,13721.54741,484273053.16085696,0
1610366400000,34198.55,35110.0,31115.0,31580.0,57121.745353,1610380799999,1886160249.0632951,908610,28004.705874,924610478.3573667,0
1610380800000,31582.82,33585.17,30420.0,32254.62,51176.262042,1610395199999,1632857166.7071233,872884,25019.570427,798981645.151587,0
1610395200000,32254.63,35638.55,31408.07,35404.47,32936.928365,1610409599999,1117019562.1608336,631164,16491.396637,558953599.5581298,0
1610409600000,35410.37,35547.19,33677.03,34984.96,20156.062178,1610423999999,697765441.1236149,432452,10073.176844,348787850.66633075,0
1610424000000,34984.95,36628.0,34520.69,36413.6,21820.925278,1610438399999,779566111.000195,433532,11053.818825,394848334.9088243,0
1610438400000,36413.6,36499.98,34757.0,35410.99,20129.584186,1610452799999,716524478.4129373,425047,9742.002246,346788668.3553374,0
1610452800000,35410.99,35688.82,32531.0,33829.4,32930.544669,1610467199999,1118976004.358879,557166,15505.936505,526738763.59910095,0
1610467200000,33829.4,35550.0,33819.11,34685.11,19491.04941,1610481599999,678143818.3801835,397140,9666.487372,336514146.08720666,0
1610481600000,34686.1,35051.02,33260.74,34051.24,19419.986275,1610495999999,660326570.2083064,428808,9056.888404,308054715.2132516,0
1610496000000,34049.15,34375.51,32380.0,33818.5,27424.984325,1610510399999,910971342.8999456,469548,13412.758948,445802957.73061526,0
1610510400000,33818.5,35180.67,32800.0,34986.9,18746.308974,1610524799999,634646677.6677805,401955,10107.566387,342431146.648784,0
1610524800000,34986.9,35250.0,34200.0,34385.48,21211.79171,1610539199999,736532256.7211046,415157,10981.650541,381505833.5200136,0
1610539200000,34385.48,35100.0,34017.0,34673.9,16102.347966,1610553599999,556172892.6701185,345194,7996.448441,276326510.70660305,0
1610553600000,34673.9,36188.0,34388.53,36002.25,17747.20155,1610567999999,627648534.0050272,380848,9883.19663,349530353.41877556,0
1610568000000,36002.24,37850.0,35704.21,37371.38,23245.280413,1610582399999,856904902.4556493,501587,11599.417359,427275889.3471206,0
1610582400000,37371.38,38172.22,37000.0,37045.13,16138.473791,1610596799999,606280563.1472309,357643,8161.668104,306687174.37508386,0
1610596800000,37045.13,38596.92,36701.23,38198.34,15764.35508,1610611199999,595513093.2190281,317387,7904.183004,298793439.48172706,0
1610611200000,38199.52,38786.1,37862.04,38365.86,13654.697529,1610625599999,523188981.5529691,366217,6818.658179,261331821.428756,0
1610625600000,38365.86,40100.0,37707.0,39546.01,25980.308922,1610639999999,1017238996.648508,524030,12413.210762,485983604.15546024,0
1610640000000,39546.01,40000.0,39212.15,39876.98,14738.643826,1610654399999,583719454.1556658,330302,7631.185703,302297553.2049164,0
1610654400000,39876.97,39935.1,38259.25,39144.5,16673.910273,1610668799999,648885549.4216868,401887,8335.56134,324349000.40405583,0
1610668800000,39145.21,39747.76,38450.0,38700.0,12973.737042,1610683199999,508873334.29280525,305284,6422.712893,251928480.86986524,0
1610683200000,38700.0,38853.09,37554.94,38473.08,14317.810678,1610697599999,547253369.4873887,319615,6639.763037,253786523.21509996,0
1610697600000,38473.07,38780.0,37923.0,38108.88,11723.414644,1610711999999,449874935.8461592,335487,5787.103888,222143495.50188205,0
1610712000000,38108.87,38194.04,35258.0,35610.72,28829.424903,1610726399999,1064655138.9267428,572044,14125.668358,521578171.44810104,0
1610726400000,35610.79,36433.51,34408.0,35217.26,35005.439351,1610740799999,1245648365.3042884,652490,17132.532877,610073510.8987317,0
1610740800000,35218.94,36888.0,34801.15,36742.22,15451.094298,1610755199999,555283754.8242521,375881,7630.253167,274213630.82618225,0
1610755200000,36737.43,37669.0,35852.93,36532.92,15996.272919,1610769599999,590057850.6442553,342966,8076.355383,297983081.69600046,0
1610769600000,36532.92,36959.61,35520.0,36574.86,12788.977347,1610783999999,463626987.6888563,282495,6060.35167,219882958.05444697,0
1610784000000,36565.74,37950.0,36375.88,37680.0,14546.1365,1610798399999,543759642.9870384,370572,7561.253119,282630509.5229075,0
1610798400000,37680.0,37886.0,36671.2,37461.99,14905.098979,1610812799999,555837218.9038811,382651,7421.473847,276889707.11668754,0
1610812800000,37463.46,37713.94,36200.0,36376.39,12777.18605,1610827199999,471208170.1731204,338068,6425.293891,236940391.1694609,0
1610827200000,36376.39,36800.0,35357.8,35994.98,15334.759713,1610841599999,554350465.752133,349611,6875.695826,248833474.45183092,0
1610841600000,35994.98,36744.05,35520.0,36177.0,10523.420907,1610855999999,381269344.351566,294292,5472.348624,198295480.3570388,0
1610856000000,36177.0,36382.38,34518.04,34760.9,14085.48497,1610870399999,498540134.3812346,305622,6040.528335,213887196.98176947,0
1610870400000,34760.91,35400.0,33850.0,35267.17,20790.970257,1610884799999,720441738.3096222,407306,10100.776138,350111169.2133261,0
1610884800000,35270.0,35973.89,34666.0,35728.47,14071.341158,1610899199999,496464151.78450376,320526,7082.147557,249951825.97375825,0
1610899200000,35728.47,36166.47,35514.99,35633.91,9298.406284,1610913599999,333403616.09522617,251700,4978.960598,178533085.0484924,0
1610913600000,35633.9,36852.5,35506.0,35828.61,11388.103808,1610927999999,412984055.31851137,281196,5838.877309,211869875.2768396,0
1610928000000,35824.99,36208.0,34842.99,35106.25,12865.201223,1610942399999,458784067.4704464,275492,5630.92909,201096490.65041697,0
1610942400000,35108.27,36278.68,34800.0,36104.61,9931.587621,1610956799999,352219573.6697441,242967,4730.151887,167809299.12787744,0
1610956800000,36100.55,36650.0,35771.6,36442.08,11719.16756,1610971199999,424923319.642325,289027,6058.800897,219686668.35166416,0
1610971200000,36443.91,37469.83,36047.89,36405.98,18106.506954,1610985599999,667252338.447238,388795,10114.412542,372955176.4949249,0
1610985600000,36405.99,36565.0,35400.0,35956.14,10602.829967,1610999999999,380387474.9941724,308949,5053.926194,181359028.8204334,0
1611000000000,35951.83,36777.77,35755.01,36631.27,7472.825425,1611014399999,271276486.3004732,202536,4033.285438,146440523.721212,0
1611014400000,36622.46,37280.0,36364.43,36465.3,15332.388515,1611028799999,564457871.6667069,340152,8235.410375,303280103.14003694,0
1611028800000,36468.31,37233.87,36002.01,37168.82,11299.226279,1611043199999,413243384.1947598,264386,5323.976964,194849640.89939177,0
1611043200000,37167.92,37535.27,36750.0,37266.49,15170.795477,1611057599999,563851434.9204919,326288,7490.142563,278479548.1613632,0
1611057600000,37263.73,37449.0,36610.0,37329.4,11966.646727,1611071999999,443454567.3578516,291327,5528.80394,204946106.988447,0
1611072000000,37329.4,37850.0,36052.04,36279.82,15604.759741,1611086399999,577774848.4660553,438646,7733.567306,286657736.246096,0
1611086400000,36281.66,36777.88,35844.06,35891.49,10237.49103,1611100799999,372566392.73834854,278572,4392.780472,160022574.41663444,0
1611100800000,35901.94,36415.31,35000.0,35062.49,13775.591884,1611115199999,493054481.7952016,340127,6331.010615,226833488.1181486,0
1611115200000,35062.49,35909.95,34737.0,35677.14,14008.503787,1611129599999,495275155.78981054,345667,6476.145939,229102803.62360248,0
1611129600000,35672.86,35939.12,34000.0,34426.17,19109.325555,1611143999999,665235713.2395376,475164,9103.686718,317008990.3871801,0
1611144000000,34426.17,35142.18,34020.0,34192.17,16110.185363,1611158399999,558420165.5870456,399700,7662.692569,265663219.78850964,0
1611158400000,34193.11,35311.0,33400.0,35197.12,17678.214489,1611172799999,609788215.4215769,405424,8578.239421,296355037.71259373,0
1611172800000,35197.12,35670.0,34482.75,35468.23,8686.60184,1611187199999,304947361.68760395,268457,4394.858815,154326428.8064355,0
1611187200000,35468.23,35600.0,34230.76,34571.09,10995.708084,1611201599999,382534572.6658602,276551,5312.777365,184847259.73392648,0
1611201600000,34572.42,35019.01,33971.41,34624.27,11645.035984,1611215999999,402249767.64214885,307012,5567.142082,192398983.90506843,0
1611216000000,34624.27,34681.73,32009.68,32208.62,32172.086072,1611230399999,1061862863.4985398,653835,14735.655737,486165916.540722,0
1611230400000,32206.89,32784.31,31037.0,31384.09,34496.344978,1611244799999,1098700511.3174129,678014,16740.844063,533491923.63585967,0
1611244800000,31384.19,32751.24,31038.51,32468.66,22066.375705,1611259199999,703426642.202343,475062,10858.107557,346415878.2537232,0
1611259200000,32468.66,32550.0,30071.0,30850.13,23628.525835,1611273599999,738009229.1779207,491031,10041.683644,313920554.54989284,0
1611273600000,30851.99,31029.79,28850.0,30943.4,46814.392887,1611287999999,1401351511.7186809,763422,22490.461041,673360006.8838929,0
1611288000000,30943.4,32152.9,30615.22,30842.45,22771.825982,1611302399999,714631925.7203896,416036,10342.647905,324544154.9615336,0
1611302400000,30846.59,31997.0,30500.0,31710.88,21911.246263,1611316799999,688143056.7332397,453252,11585.248139,363973998.52905,0
1611316800000,31712.09,32767.44,31286.0,32458.42,21741.698419,1611331199999,698759051.8259065,430605,10728.471464,344702343.61102545,0
1611331200000,32462.79,33655.79,31955.67,33589.52,17631.165195,1611345599999,577566875.9528675,355692,8936.356235,292784191.37653464,0
1611345600000,33589.52,33826.53,32580.0,32945.17,12101.355303,1611359999999,402843450.0711885,288803,6067.003671,201796875.13663417,0
1611360000000,32950.0,32974.89,32053.33,32365.01,12211.52203,1611374399999,396977871.2518717,286256,6450.237,209695248.41126013,0
1611374400000,32365.0,33456.0,32267.07,32931.18,11464.516691,1611388799999,377288516.4541976,295644,5825.775191,191730528.48337355,0
1611388800000,32931.17,33104.94,31511.24,31645.49,13454.305895,1611403199999,435104409.3515308,357063,6638.087573,214698539.88847584,0
1611403200000,31643.9,32289.25,31390.16,31877.1,10854.235249,1611417599999,345583078.05690014,304621,5634.849912,179439525.35431424,0
1611417600000,31877.1,32500.0,31759.65,32348.79,9253.459243,1611431999999,297648723.97589946,258013,4625.882283,148809717.98281276,0
1611432000000,32348.78,32538.61,31812.5,32078.0,7357.248567,1611446399999,236495696.66803697,198459,3505.944169,112740614.43199071,0
1611446400000,32078.0,32480.06,31630.0,32480.05,7766.19687,1611460799999,248742263.97282487,203631,3985.507651,127686967.13053647,0
1611460800000,32480.06,33071.0,32346.44,32801.15,11135.544522,1611475199999,363936948.6317605,242775,5608.434606,183354523.03861445,0
1611475200000,32797.21,33030.0,32465.0,32833.37,7600.854471,1611489599999,248581606.55130464,233158,3854.255226,126065991.52836137,0
1611489600000,32833.37,32931.59,31858.68,31957.05,9939.326135,1611503999999,320880586.28006065,275946,4469.297191,144284092.7361839,0
1611504000000,31956.9,32139.6,30900.0,31306.29,12601.921095,1611518399999,398056185.6603564,316485,5424.025015,171487278.15897787,0
1611518400000,31306.29,32369.59,31250.26,32259.9,8934.194873,1611532799999,284412074.26939464,256292,4484.599508,142842269.42428032,0
1611532800000,32259.45,33674.48,32175.61,33568.18,14446.517628,1611547199999,474065370.63612616,317639,7739.309876,253992353.9633052,0
1611547200000,33568.17,33797.96,33045.0,33346.95,11224.751779,1611561599999,374695219.1735136,252965,5562.920617,185692274.75802743,0
1611561600000,33347.19,33548.0,32750.09,33185.26,11388.310393,1611575999999,377726299.1711872,291373,5972.845559,198112802.24017745,0
1611576000000,33185.25,34875.0,33050.0,34458.31,21109.742365,1611590399999,723662017.0605495,512701,11498.069858,393937779.39231294,0
1611590400000,34458.31,34600.0,33373.92,33411.54,14607.087725,1611604799999,494959147.3472233,353956,6951.255716,235661777.10890728,0
1611604800000,33411.54,33473.92,31910.0,32254.2,15722.817031,1611619199999,513651235.1749688,377914,6765.122506,221035047.02969104,0
1611619200000,32254.19,32827.33,31458.0,31518.66,13175.066372,1611633599999,424315585.82699865,320175,6120.52603,197268934.41879696,0
1611633600000,31520.25,32312.46,31100.0,31643.61,16200.732868,1611647999999,513011285.19445086,318472,8161.754893,258505944.11503187,0
1611648000000,31643.61,32450.0,31373.0,31796.95,13170.891552,1611662399999,420251995.99225813,349802,6930.853571,221169697.15080133,0
1611662400000,31798.65,31972.73,30837.37,31750.23,17666.57223,1611676799999,555608675.7924834,397843,7782.235276,245019142.9446413,0
1611676800000,31750.24,32403.88,31300.69,32208.33,14712.052128,1611691199999,470545182.9549831,349228,8149.885145,260703546.15888116,0
1611691200000,32208.33,32921.88,31855.71,32467.77,10046.89176,1611705599999,324812638.733467,274872,5257.058002,170010834.07816833,0
1611705600000,32464.01,32557.29,31568.28,31800.86,10374.370726,1611719999999,332888551.9507371,232857,4945.236418,158698661.03009358,0
1611720000000,31801.27,32030.28,31350.0,31743.33,8094.668192,1611734399999,256235359.80952227,222722,4174.644716,132151881.99819297,0
1611734400000,31743.33,31749.28,30578.94,30639.05,16124.251288,1611748799999,503055674.85449266,336356,7579.811609,236605639.97891504,0
1611748800000,30635.74,31057.0,29241.72,30322.61,26358.946289,1611763199999,795484959.168641,504163,12439.663153,375525664.1192492,0
1611763200000,30322.59,30948.0,29500.0,30740.33,19597.19007,1611777599999,595763714.8790919,421653,9638.014344,293109186.41438824,0
1611777600000,30731.57,31649.99,30084.24,30366.15,15362.535146,1611791999999,474653160.9790743,348202,7887.011398,243988751.5796728,0
1611792000000,30362.19,31526.78,29842.1,31404.25,14152.379268,1611806399999,435924961.7124029,300704,6851.072809,211254158.89939675,0
1611806400000,31406.9,31876.63,31045.7,31170.53,12487.834284,1611820799999,392550331.4236077,262731,6643.431113,208907041.57160285,0
1611820800000,31170.2,31600.0,30812.26,31437.37,11864.190133,1611835199999,370666045.35005355,296903,5790.495498,180967411.4619288,0
1611835200000,31437.37,32203.38,31161.96,31926.49,18406.774804,1611849599999,584775067.9782194,427893,9485.551582,301372791.25082445,0
1611849600000,31926.49,32747.78,31650.0,32564.71,16889.869122,1611863999999,545495554.2249303,354427,8240.319866,266135523.44687247,0
1611864000000,32564.71,33783.98,32392.34,33364.86,18820.098006,1611878399999,624141253.376468,418002,9056.911458,300319229.85444605,0
1611878400000,33368.18,34310.0,33330.93,33733.58,26746.707141,1611892799999,907436356.7540776,556161,12931.079039,438689916.5755035,0
1611892800000,33728.99,33934.48,31915.4,32266.35,28364.158989,1611907199999,929693321.513817,551893,14038.277553,460034420.2753033,0
1611907200000,32266.36,37990.0,32006.91,37025.32,74717.370406,1611921599999,2682750235.9966307,1316291,40269.054256,1443964076.1958935,0
1611921600000,37023.83,38531.9,36456.78,37129.4,39582.779151,1611935999999,1480385937.429743,786707,19849.37607,742761806.622345,0
1611936000000,37129.4,37569.0,33500.0,34318.57,41001.26865,1611950399999,1456938433.9274783,716740,19431.254501,691043344.6180446,0
1611950400000,34322.5,35354.94,33700.0,34252.2,21414.721289,1611964799999,738389050.6067199,475557,10018.206428,345447469.35023516,0
1611964800000,34246.28,34933.0,32825.0,33273.36,19111.756794,1611979199999,649587224.970392,415979,9455.880028,321764138.4505526,0
1611979200000,33273.36,34200.0,33001.52,34046.8,15377.313948,1611993599999,515738731.8622688,403923,7617.268605,255570714.8108793,0
1611993600000,34046.82,34424.7,33510.0,33660.4,15905.5068,1612007999999,542203974.9161633,353843,7665.682441,261318500.1974808,0
1612008000000,33660.4,34500.0,33410.63,34210.2,11980.511464,1612022399999,407358942.5816643,333598,6401.041777,217699659.36490196,0
1612022400000,34210.18,34400.02,33520.0,34286.5,13229.455441,1612036799999,450347242.8238449,412108,6619.564758,225395794.8399328,0
1612036800000,34286.5,34800.0,33966.4,34262.88,9285.136893,1612051199999,319263945.7837451,281589,4659.02949,160232592.98989093,0
1612051200000,34262.89,34342.69,33655.0,33930.21,9135.958182,1612065599999,310542284.9931352,247552,4382.395593,148979042.2561146,0
1612065600000,33930.22,34127.65,33450.0,33607.98,7736.688684,1612079999999,261383670.9742818,212516,3719.986845,125702512.64885636,0
1612080000000,33607.68,33832.94,33205.0,33563.23,9660.993404,1612094399999,324275560.78096247,247368,4827.617267,162083808.23774013,0
1612094400000,33563.24,34220.0,32554.0,32862.66,15985.658616,1612108799999,534188589.8619568,361848,7506.568369,251072458.42554456,0
1612108800000,32862.65,33077.9,32171.67,32808.8,15824.566268,1612123199999,517415474.3430229,357854,7389.90589,241682179.69824225,0
1612123200000,32807.29,33255.49,32461.23,33092.98,10398.41523,1612137599999,341835464.8046532,279926,4653.973394,152982550.25407323,0
1612137600000,33092.97,33830.0,32296.16,33573.97,14674.649038,1612151999999,486639234.91791624,311289,7561.727172,250878102.02691743,0
1612152000000,33573.25,34427.0,33284.24,33803.97,15350.212491,1612166399999,517508556.10016114,371011,8060.379705,271871677.94309384,0
1612166400000,33802.6,34717.27,33589.23,34183.33,19521.507872,1612180799999,668190300.3565484,443925,10118.909862,346365404.893146,0
1612180800000,34183.33,34460.0,33160.0,33160.17,17478.706597,1612195199999,590750845.6880612,321562,8453.47249,285842941.15167946,0
1612195200000,33160.0,34100.0,33133.26,33838.13,9133.519374,1612209599999,307584858.903835,219926,4387.473531,147811899.5799186,0
1612209600000,33838.13,34039.0,33430.76,33526.37,6559.68151,1612223999999,221102862.03908348,142779,3273.878726,110388941.13334258,0
1612224000000,33517.09,34161.39,33418.0,33550.32,9103.943225,1612238399999,307040784.9506112,219248,4510.395923,152174420.3706819,0
1612238400000,33554.08,34400.0,33500.0,34223.38,10429.385997,1612252799999,355145309.03602767,252378,5282.607362,179908775.63473496,0
1612252800000,34223.38,35668.1,34080.0,34720.15,22068.658748,1612267199999,772307239.5923735,408552,11580.655459,405252814.988115,0
1612267200000,34722.97,35200.0,34333.0,34708.47,12709.434507,1612281599999,442356748.7085081,298935,6229.912516,216896888.83358085,0
1612281600000,34708.47,35800.0,34556.85,35762.03,13461.671642,1612295999999,472336368.5843642,330591,6802.83541,238807907.18857527,0
1612296000000,35762.05,35984.33,35466.0,35466.24,10283.565761,1612310399999,367135445.4457239,279968,4810.156436,171750157.6212116,0
1612310400000,35472.71,36500.0,35362.38,36403.47,13559.347093,1612324799999,488469184.24959475,262488,6613.170856,238246394.7751948,0
1612324800000,36403.47,36845.0,36231.66,36297.57,11921.875849,1612339199999,435948196.37697285,278799,6164.089344,225429225.4442197,0
1612339200000,36297.58,36299.98,35511.0,35969.41,13023.209147,1612353599999,467808618.7152177,272670,6487.061293,232962098.60700503,0
1612353600000,35969.41,36917.27,35810.9,36850.0,15213.605426,1612367999999,555266460.384431,357048,7259.410672,264946748.64855087,0
1612368000000,36850.0,37221.42,36643.07,36788.89,15217.459646,1612382399999,562621103.5283356,383346,7754.877488,286748646.56852335,0
1612382400000,36788.89,37662.63,36644.44,37618.87,11848.836502,1612396799999,441119224.92975336,327389,5584.465407,207914932.09842327,0
1612396800000,37620.26,38288.0,37363.17,37498.78,16048.730808,1612411199999,608004223.6931783,355925,8449.681417,320213326.01476127,0
1612411200000,37498.78,38195.0,37326.83,37843.4,11666.89534,1612425599999,441316917.4296378,292995,5719.336951,216441521.9394888,0
1612425600000,37843.4,38708.27,36662.45,37321.75,23737.165773,1612439999999,895212091.0085967,543177,12027.413887,454070925.675989,0
1612440000000,37319.43,37763.57,36161.95,36564.23,16990.989793,1612454399999,629892600.7762417,395434,8178.61319,303018705.88443285,0
1612454400000,36564.23,37499.99,36399.79,37467.18,12863.24217,1612468799999,475606559.5212284,328899,6133.295883,226793052.59752765,0
1612468800000,37467.18,37783.83,36841.77,36936.66,10773.712014,1612483199999,402636629.7244098,295436,5007.872362,187172481.7773388,0
1612483200000,36936.65,37400.0,36570.0,37366.02,10632.929534,1612497599999,393533177.2407064,266116,5319.05325,196937933.93211213,0
1612497600000,37366.01,37727.22,36995.27,37653.98,9321.439073,1612511999999,348445150.1654052,255695,4897.688119,183102485.77598608,0
1612512000000,37659.64,37800.0,37200.0,37691.32,10411.097182,1612526399999,391038070.5388712,290509,5027.980306,188874150.7331148,0
1612526400000,37691.32,38310.12,37527.14,37960.76,16107.660237,1612540799999,612700243.9789243,446214,7994.068704,304068118.0184429,0
